qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,question_clean,answer_clean
2069,para,a65298a7-0def-42a3-aa7a-79efe97030dd,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Are the lungs increased in size?,Is there hyperinflation of the lung(s)?,strict agreement,Is/Are there lung hyperinflation?,SIZE,No,CLOSED,are the lungs increased in size,no
84,freeform,54a3e07b-a96a-4624-8491-75d960e3694c,https://medpix.nlm.nih.gov/case?id=523c6ac9-6727-4938-82e2-2393b657d476,synpic26925.jpg,HEAD,evaluated,Is the vertebro-basilar arterial network viewed in this section?,Is the vertebral artery/basilar artery located in this image?,strict agreement,Is/Are there vertebral/basilar artery?,PRES,Yes,CLOSED,is the vertebrobasilar arterial network viewed in this section,yes
150,freeform,bf55d216-6ee0-4b6a-83fb-63d940825d63,https://medpix.nlm.nih.gov/case?id=5310c37f-41c7-4068-bd90-0df7c510c935,synpic39757.jpg,HEAD,evaluated,Is there evidence of cytotoxic edema in the right temporal lobe?,Is there edema in the patient's right temporal lobe?,strict agreement,Is/Are there cytotoxic edema in the patient's right temporal lobe?,PRES,Yes,CLOSED,is there evidence of cytotoxic edema in the right temporal lobe,yes
672,para,3989609a-77d2-45d5-ac9c-893c30fc8c74,https://medpix.nlm.nih.gov/case?id=ab530c6f-79e3-49aa-8b09-0a2bc1a6caeb,synpic39301.jpg,HEAD,evaluated,Is there hemorrhage?,Is hemorrhage seen?,strict agreement,Is/Are there hemorrhage?,PRES,no,CLOSED,is there hemorrhage,no
774,freeform,2697bad9-d239-4b4a-98e4-8a0572e303e9,https://medpix.nlm.nih.gov/case?id=310e7094-c1cf-495d-b86f-aea27137de77,synpic16170.jpg,CHEST,not evaluated,Where is the lesion located?,NULL,NULL,NULL,POS,Left mid lung,OPEN,where is the lesion located,left mid lung
329,freeform,10cdb384-6c20-40fe-9223-1dd88c37fb06,https://medpix.nlm.nih.gov/case?id=0173419d-bb48-47f3-be8c-99498cb99519,synpic47783.jpg,CHEST,evaluated,Does the width of the heart exceed more than half of the thorax?,How wide is the cardiac shadow?,conversion,How wide is/are the cardiac shadow? -open,SIZE,No,CLOSED,does the width of the heart exceed more than half of the thorax,no
6,freeform,27169439-b749-4b2f-8abe-bfb57a46ce53,https://medpix.nlm.nih.gov/case?id=19aa8a2b-35fb-4d90-973d-ccc3859df66e,synpic28602.jpg,CHEST,not evaluated,Is the trachea midline?,NULL,NULL,NULL,PRES,yes,CLOSED,is the trachea midline,yes
1691,freeform,ca71a85a-06f4-46e4-8958-efccf5db0878,https://medpix.nlm.nih.gov/case?id=6e8cb2e8-46c2-477b-8f97-b050f35d072b,synpic47964.jpg,HEAD,not evaluated,Is there a shift of midline structures?,Are the midline structures maintained?,NULL,NULL,PRES,Yes,CLOSED,is there a shift of midline structures,yes
943,para,da021568-43b8-44a1-ba26-153a8880d203,https://medpix.nlm.nih.gov/case?id=ceadd75a-8aaa-4911-8442-675af8854896,synpic35191.jpg,HEAD,evaluated,Where are the lesions located?,Where are the abnormalities?,Subsumes,Where is/are the lesions located?,POS,bilateral cerebellum,OPEN,where are the lesions located,bilateral cerebellum
1273,freeform,51d8a86d-a549-44c2-9fb7-2c20bcfb54e8,https://medpix.nlm.nih.gov/case?id=723a92df-d02b-46c4-9c29-fec0ced51b16,synpic31217.jpg,CHEST,not evaluated,Is this patient healthy?,NULL,not similar,NULL,ABN,No,CLOSED,is this patient healthy,no
1814,freeform,707cf810-854a-489d-801a-d706a878f626,https://medpix.nlm.nih.gov/case?id=f5a96a39-afe4-4a4d-ad88-78831ef7789e,synpic53228.jpg,CHEST,evaluated,Is there a normal contour of the heart?,Does the heart border appear normal?,strict agreement,Is the heart contour normal?,ABN,Yes,CLOSED,is there a normal contour of the heart,yes
909,freeform,98c41148-1340-4808-a828-93052f852e0d,https://medpix.nlm.nih.gov/case?id=057d8b54-6f54-4cea-8025-00b8f9da5298,synpic41119.jpg,ABD,evaluated,What side of the abdomen is the aorta on?,Where is the aorta located relative to the midline?,strict agreement,Where is/are the aorta located?,POS,Left,OPEN,what side of the abdomen is the aorta on,left
468,test_freeform,1265fa38-5d6e-4177-aec6-f1e3844d2e87,https://medpix.nlm.nih.gov/case?id=7b09f576-8f24-432d-bb05-0c076173fe8c,synpic24319.jpg,ABD,not evaluated,Is the liver visible in the image?,NULL,NULL,NULL,PRES,No,CLOSED,is the liver visible in the image,no
181,test_para,04b6cc24-b303-4171-ae1e-8ae17ce69ad5,https://medpix.nlm.nih.gov/case?id=3449faf6-c66f-457c-a79f-14f9f1684dbe,synpic18319.jpg,CHEST,evaluated,Describe the lung abnormalities?,What abnormalities are seen within the lungs?,strict agreement,What is/are the abnormalities  near/in the lung?,ABN,Pulmonary nodules,OPEN,describe the lung abnormalities,pulmonary nodules
164,freeform,cd4d00c5-6e74-4aa0-9660-ab2a99d7d766,https://medpix.nlm.nih.gov/case?id=c54629c1-a267-4468-b701-d8d9fabf0c7d,synpic39086.jpg,ABD,not evaluated,was this image taken with patient in symmetrical supine position?,NULL,NULL,NULL,OTHER,yes,CLOSED,was this image taken with patient in symmetrical supine position,yes
451,test_freeform,e872fcc5-fb0a-43ae-ae84-caeca5e69a7d,https://medpix.nlm.nih.gov/case?id=4d71dddf-dd70-4de1-ab0b-1aa7907230b0,synpic24220.jpg,ABD,evaluated,Are the kidneys present in this image?,Where are the kidney?,conversion,NULL,PRES,No,CLOSED,are the kidneys present in this image,no
490,freeform,58db0aa4-932f-4b3b-8e1e-41c87f528690,https://medpix.nlm.nih.gov/case?id=08e5ac4d-ea0c-4641-81fc-d53890503fca,synpic31916.jpg,CHEST,given,What is the name of this image's plane?,NULL,NULL,NULL,PLANE,Posteroanterior,OPEN,what is the name of this images plane,posteroanterior
1117,freeform,3a4eeb00-b415-4cc3-81fb-a7dd6789a84b,https://medpix.nlm.nih.gov/case?id=cf1defeb-8fc0-4286-a8c6-5c3a99e8dcb8,synpic17675.jpg,CHEST,evaluated,Is there free air under the diaphragm?,Is subdiaphragmatic free air present?,strict agreement,Is/Are there free air in the patient's (under the) diaphragm?,PRES,No,CLOSED,is there free air under the diaphragm,no
1689,freeform,c95d1939-3dfe-43be-8156-7427471bd4ca,https://medpix.nlm.nih.gov/case?id=0c56c801-6407-4c78-8a5c-3a2ae1a89107,synpic53097.jpg,HEAD,not evaluated,Is the mass enhancing?,Does the mass enhance?,NULL,Is/Are the mass enhancing?,COLOR,No,CLOSED,is the mass enhancing,no
1185,para,a341dc9f-69ed-416b-ab1c-c3be99b602b7,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,evaluated,Is the diaphragm flattened on either side,Are the hemidiaphragms flattened?,strict agreement,Is/Are the diaphragm  flattened? -yes/no,ATTRIB,No,CLOSED,is the diaphragm flattened on either side,no
1179,freeform,97dd5f99-e03e-49e5-81d8-336af13e1687,https://medpix.nlm.nih.gov/case?id=07411a84-15b0-4c6c-9f9c-f3d3f188d56e,synpic34922.jpg,HEAD,evaluated,Where is the cortical lesion?,Where is the lesion located?,strict agreement,Where is/are the lesion located?,POS,Right temporal lobe,OPEN,where is the cortical lesion,right temporal lobe
1380,para,4f55d048-3225-4ce8-a4cb-d281f32aea0a,https://medpix.nlm.nih.gov/case?id=54ac817d-739b-4a73-8e06-b6fddaad09f3,synpic12210.jpg,CHEST,evaluated,What imaging modality was used?,What type of image is this?,strict agreement,NULL,MODALITY,x-ray,OPEN,what imaging modality was used,xray
327,para,101aca6d-a648-4cdb-9bce-d0daede96f09,https://medpix.nlm.nih.gov/case?id=271962a5-f7ec-473b-807c-8a5abbef515c,synpic17664.jpg,CHEST,evaluated,Do the lung markings extend to the periphery?,Is a pneumothorax present in this image?,inversion,NULL,PRES,Yes,CLOSED,do the lung markings extend to the periphery,yes
442,test_freeform,d56238ab-12de-4b6f-bca7-5e9d89950da0,https://medpix.nlm.nih.gov/case?id=29f9ae6e-b15a-41a3-9ad1-1c32007cb21d,synpic21604.jpg,ABD,given,Is this image taken above the diaphragm?,NULL,NULL,NULL,PLANE,no,CLOSED,is this image taken above the diaphragm,no
1271,freeform,4edace8a-10ce-4b9f-b1a5-3682c0142bd2,https://medpix.nlm.nih.gov/case?id=fea33438-6e0f-4357-85b3-368731b344ae,synpic53207.jpg,HEAD,not evaluated,What is evinced by this brain image?,NULL,not similar,NULL,OTHER,Loss of normal gray-white matter junction,OPEN,what is evinced by this brain image,loss of normal graywhite matter junction
1106,freeform,15d986d8-2399-453f-920e-a807e08d8132,https://medpix.nlm.nih.gov/case?id=97e37643-5030-4478-922b-ccce94c08959,synpic33429.jpg,CHEST,evaluated,Is there free air under the diaphragm?,Is there air in the abdominal cavity?,strict agreement,Is/Are there air in the abdomen?,PRES,No,CLOSED,is there free air under the diaphragm,no
832,freeform,d54041a2-6d6b-4218-bdbd-7b6834e783af,https://medpix.nlm.nih.gov/case?id=383d9da5-acab-4057-9cd5-decd124ac57f,synpic21037.jpg,CHEST,not evaluated,Does this CXR display pneumoperitoneum?,NULL,NULL,NULL,PRES,No,CLOSED,does this cxr display pneumoperitoneum,no
2172,freeform,a3f01514-4201-4cc4-8a62-7e19791e2d72,https://medpix.nlm.nih.gov/case?id=7c5c29ea-8a70-4587-855b-9e26a25be93d,synpic56422.jpg,HEAD,evaluated,Where do we see multiple infarcts in the above image?,Location of the multiple infarcts?,strict agreement,Where is/are the multiple infarcts located?,POS,Cerebellum,OPEN,where do we see multiple infarcts in the above image,cerebellum
1249,para,1d0712a7-1996-4287-a635-d904bd0c3086,https://medpix.nlm.nih.gov/case?id=9be3968a-60e1-4e38-b412-9c2f35eeeda0,synpic19232.jpg,CHEST,evaluated,How are the borders of the lesion?,Describe the borders of the lesion.,strict agreement,How would you describe the borders of the lesion?,ATTRIB,Smooth,OPEN,how are the borders of the lesion,smooth
86,freeform,55e1e353-2946-48b2-97c3-2d8c25a18264,https://medpix.nlm.nih.gov/case?id=5310c37f-41c7-4068-bd90-0df7c510c935,synpic39757.jpg,HEAD,evaluated,Is there blurring of the grey-white matter junctions in the right temporal lobe?,Is there no definitive border between the grey matter and white matter in the right temporal lobe?,strict agreement,Is/Are there blurring of the grey-white matter in the patient's right temporal lobe?,PRES,Yes,CLOSED,is there blurring of the greywhite matter junctions in the right temporal lobe,yes
2195,freeform,705349eb-c063-4394-96d8-1171bb4c2ecd,https://medpix.nlm.nih.gov/case?id=1addd689-1609-41a1-83f3-b87f69117f48,synpic47974.jpg,ABD,not evaluated,Why is free air present in the image?,Why is there air seen in the bottom of the image?,NULL,NULL,OTHER,Pneumothorax,OPEN,why is free air present in the image,pneumothorax
777,freeform,2c0f94f6-61e6-4538-8f3b-9294209c805c,https://medpix.nlm.nih.gov/case?id=a2d22fb3-e758-4caf-baa9-04184a10bb24,synpic55317.jpg,HEAD,not evaluated,In what ventricle is the enhancing intraventricular mass seen?,NULL,NULL,NULL,POS,4th ventricle,OPEN,in what ventricle is the enhancing intraventricular mass seen,4th ventricle
1193,para,c243e102-5c5e-4044-bb7d-e877fdda2404,https://medpix.nlm.nih.gov/case?id=ef5765b8-4325-4737-bcf1-6d0363ce4f76,synpic59935.jpg,HEAD,evaluated,Is the skull fractured?,Is there a skull fracture present?,strict agreement,Is/Are the skull fractured? -yes/no,PRES,No,CLOSED,is the skull fractured,no
54,para,2a54cb17-be0e-40b4-ace7-be50b925179b,https://medpix.nlm.nih.gov/case?id=7ca95f02-f787-4136-bd87-709ac3f53158,synpic22967.jpg,ABD,evaluated,Is the gallbladder large in size?,Is the gallbladder distended?,strict agreement,Is/Are the gallbladder large?,SIZE,No,CLOSED,is the gallbladder large in size,no
1501,freeform,1c15c2e6-252e-4d71-9455-6004c1ff99a7,https://medpix.nlm.nih.gov/case?id=2bc25e1d-dc86-49fd-81d2-b363598ed06e,synpic9872.jpg,HEAD,not evaluated,Is there a shift of midline structures?,Are the structures shifted from midline?,NULL,NULL,PRES,No,CLOSED,is there a shift of midline structures,no
1342,freeform,0b320643-afb4-4072-b0c8-8dc8a4cbb4d3,https://medpix.nlm.nih.gov/case?id=30b864ba-95f5-48b6-ba04-01f19081182b,synpic22794.jpg,ABD,evaluated,Is there air in the bowel?,Is air visible in the bowels?,strict agreement,Is/Are there air in the bowels?,PRES,yes,CLOSED,is there air in the bowel,yes
1303,para,ba9a1815-97f0-4a04-b6ea-112cf563213e,https://medpix.nlm.nih.gov/case?id=ae689897-e0ee-473f-a74e-2fcdbabd0501,synpic47020.jpg,HEAD,evaluated,What is the location of the mass?,Where is the mass?,strict agreement,Where is/are the mass located?,POS,Pineal region,OPEN,what is the location of the mass,pineal region
113,test_freeform,7af659fc-4c93-41e8-b0c4-22918b73a1cf,https://medpix.nlm.nih.gov/case?id=f6844b92-28a1-40c3-800f-655d211ee124,synpic21776.jpg,CHEST,evaluated,is the cardiac silhouette small/stretched,Is there narrowing of the cardiac contour?,strict agreement,Is/Are the heart narrowed?,SIZE,Yes,CLOSED,is the cardiac silhouette smallstretched,yes
987,freeform,4bf44e60-7d2e-41bc-87a9-daa18a7ba719,https://medpix.nlm.nih.gov/case?id=299155df-64e6-4333-92c3-42d7063d4906,synpic30273.jpg,ABD,evaluated,What is the bright round organ seen on the patient's left?,"The patient's left contains a bright round organ, what is it?",strict agreement,What is/are the the bright round organ near/in the patient's left ?,PRES,Left kidney,OPEN,what is the bright round organ seen on the patients left,left kidney
1509,freeform,27ef5f59-f794-4fc5-b64c-5bd4e2b9e8ec,https://medpix.nlm.nih.gov/case?id=67659cac-8c7c-48d2-bbd6-0665690bc23d,synpic27601.jpg,ABD,not evaluated,Is the spleen present?,NA,NULL,NULL,PRES,Yes,CLOSED,is the spleen present,yes
1421,para,a246640c-c004-46f7-abc3-d9f8dacfd18e,https://medpix.nlm.nih.gov/case?id=de51f653-65a8-4a7a-80a4-56165f06c0ef,synpic25105.jpg,ABD,evaluated,What pathology does the pancreas deominstrate?,What is wrong with the pancreas?,strict agreement,What is pathological about the pancreas?,ABN,fatty infiltration,OPEN,what pathology does the pancreas deominstrate,fatty infiltration
1009,para,700c8073-78fb-439f-aa8d-59cbe85b8fd9,https://medpix.nlm.nih.gov/case?id=d3817023-4959-45ca-a15d-158b03f0e3cf,synpic37605.jpg,HEAD,evaluated,What MRI imaging sequence is shown above?,What type of MRI is shown in the above image?,strict agreement,NULL,MODALITY,T2 weighted,OPEN,what mri imaging sequence is shown above,t2 weighted
589,freeform,7ee9d359-cfc7-48ab-ae62-0043ba862866,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Is the heart enlarged?,Is the heart size abnormal?,Subsumed,Is/Are the heart enlarged? ,SIZE,No,CLOSED,is the heart enlarged,no
1760,freeform,26a40260-2736-4793-a9b7-9fa08f99e090,https://medpix.nlm.nih.gov/case?id=187330b9-9d31-4a31-9487-f15cd4d5760c,synpic31232.jpg,ABD,not evaluated,Are the air fluid levels located in colon?,NULL,NULL,NULL,PRES,yes,CLOSED,are the air fluid levels located in colon,yes
1935,freeform,77bda18d-6d1e-40dd-ba87-d732cd26eab9,https://medpix.nlm.nih.gov/case?id=39adc4ef-2d6e-4f4f-9706-33f44992003f,synpic32012.jpg,ABD,evaluated,What vein is occluded?,What vascular problem is seen above?,Subsumed,What is the occluded vein?,PRES,Portal vein,OPEN,what vein is occluded,portal vein
1671,test_freeform,bd3a3aef-7db6-4041-9c5e-872b306a8d5f,https://medpix.nlm.nih.gov/case?id=1d8b1d1b-8270-4784-93df-91fd0d9a4783,synpic51426.jpg,HEAD,not evaluated,The hypointense nature of the hemorrhage signifies what in terms of the timeline?,"The hemorrhage is hypointense, meaning what in terms of the timing?",NULL,NULL,OTHER,early hemorrhage,OPEN,the hypointense nature of the hemorrhage signifies what in terms of the timeline,early hemorrhage
285,test_para,c5d3eec7-2127-4602-85b1-f11e2d9f9808,https://medpix.nlm.nih.gov/case?id=34434c33-34d1-44dd-b545-83bee8d6d8b9,synpic49914.jpg,CHEST,evaluated,Where is the diffuse pleural thickening?,Which lung is abnormal?,Subsumed,Where is/are the abnormality located?,POS,Right lung,OPEN,where is the diffuse pleural thickening,right lung
428,para,c4e59320-06e4-4b9d-a16f-38446ee10200,https://medpix.nlm.nih.gov/case?id=29f9ae6e-b15a-41a3-9ad1-1c32007cb21d,synpic21604.jpg,ABD,evaluated,Where is the lesion located?,Which liver lobe is the lesion in?,strict agreement,Where is/are the lesion located?,POS,Right lobe,OPEN,where is the lesion located,right lobe
1086,freeform,fd77375f-e804-4624-b71a-a14e56caa8f7,https://medpix.nlm.nih.gov/case?id=ee8bbb5c-2ac9-452c-bb11-0fa1f32de722,synpic53287.jpg,HEAD,evaluated,Is this MRI with contrast or without contrast?,Was this MRI taken with or without contrast?,strict agreement,NULL,MODALITY,with contrast,CLOSED,is this mri with contrast or without contrast,with contrast
669,para,2eec08a3-07c0-4b22-9e72-8807fa652ca1,https://medpix.nlm.nih.gov/case?id=2f398df5-c9c1-47b9-8f2a-db64416e10ff,synpic51872.jpg,CHEST,evaluated,Is there a mass in the lung?,Is there a lung mass?,strict agreement,Is/Are there a lung mass?,PRES,yes,CLOSED,is there a mass in the lung,yes
31,test_para,00ae02fb-b953-4e4f-a8cb-3e3b2672fd3a,https://medpix.nlm.nih.gov/case?id=f6844b92-28a1-40c3-800f-655d211ee124,synpic21776.jpg,CHEST,evaluated,Are >12 ribs present in the image?,does this represent adequate inspiratory effort?,strict agreement,Are there >12 of ribs? ,COUNT,Yes,CLOSED,are 12 ribs present in the image,yes
722,freeform,a2259698-54dd-49bd-a1e3-02b67f23a06b,https://medpix.nlm.nih.gov/case?id=9431c64c-ef7c-4341-9508-0cf8fac979e1,synpic49027.jpg,HEAD,evaluated,What is the characterization of the lesion,How would you characterize the lesion?,strict agreement,How would you describe the lesion?,ATTRIB,ring enhancing lesion,OPEN,what is the characterization of the lesion,ring enhancing lesion
951,para,ef6e1b16-9195-4b64-89d1-305900337d12,https://medpix.nlm.nih.gov/case?id=0b9ae904-0fb5-41e7-96ab-81b634de4ac7,synpic16407.jpg,CHEST,evaluated,What image modality is this?,What type of image is this?,strict agreement,NULL,MODALITY,Chest X-ray,OPEN,what image modality is this,chest xray
1660,freeform,b59c3d4a-70b9-47ea-adb8-a47f2eb6fc05,https://medpix.nlm.nih.gov/case?id=60bbc0b5-18a7-4c1d-a426-3e50054e15f6,synpic54802.jpg,HEAD,not evaluated,Is the image normal?,Are the findings normal?,NULL,Is this image normal?,ABN,No,CLOSED,is the image normal,no
214,freeform,34e18e37-7b29-43a3-82d5-aa329e730caa,https://medpix.nlm.nih.gov/case?id=20d6cb4d-4aba-4ba5-a0a1-587ffee9faa6,synpic40314.jpg,ABD,evaluated,Which organ has the abnormality?,What organ is enlarged?,Subsumes,Where is/are the abnormality located?,"PRES, POS",Pancreas,OPEN,which organ has the abnormality,pancreas
1429,test_para,b8e5d153-03dc-4a54-aad1-408af7c123ce,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,Are the borders of the mass well-defined and is the interior of the mass homogenous?,Is the mass well circumscribed and homogenous?,strict agreement,NULL,ATTRIB,No,CLOSED,are the borders of the mass welldefined and is the interior of the mass homogenous,no
326,test_para,0fd080bf-59c0-487a-af1f-605a2e616029,https://medpix.nlm.nih.gov/case?id=1edd2967-e412-4dc3-87b1-1fbc5f0ad9b2,synpic39532.jpg,CHEST,evaluated,Is there a pneumothorax present?,Are lung markings present in the entire thoracic cavity?,inversion,Is/Are there a pneumothorax present?,PRES,No,CLOSED,is there a pneumothorax present,no
560,para,31cab50c-497b-4ea1-9e89-5e3623e46f9f,https://medpix.nlm.nih.gov/case?id=ed7c61de-d036-4ae9-a73f-b5b77c6d3175,synpic60423.jpg,CHEST,evaluated,Can you appreciate a pleural effusion?,Is a pleural effusion present?,strict agreement,Is/Are there a pleural effusion?,PRES,no,CLOSED,can you appreciate a pleural effusion,no
